"journal","name","paperCount","citationCount","rank","issn"
"http://ma-graph.org/entity/204847658","Water Resources Research",24049,825355,7616,"0043-1397"
"http://ma-graph.org/entity/204890612","Acta Physiologica",2325,35887,10795,"1748-1708"
"http://ma-graph.org/entity/204978898","International Journal of Nanoscience",1430,3625,11776,"0219-581X"
"http://ma-graph.org/entity/205081210","Administrative Law Review",788,625,12364,"0001-8368"
"http://ma-graph.org/entity/205194082","Palaeontology",2020,37077,10639,"0031-0239"
"http://ma-graph.org/entity/205231332","Astronomy and Astrophysics",63469,949909,7246,"0004-6361"
"http://ma-graph.org/entity/205284143","The Historical Journal",3791,13923,9894,"0018-246X"
"http://ma-graph.org/entity/20542293","Bijdragen tot de Taal-, Land- en Volkenkunde",450,685,12657,"0006-2294"
"http://ma-graph.org/entity/205494776","Oxford Literary Review",500,1309,12293,"0305-1498"
"http://ma-graph.org/entity/205613922","Education and Urban Society",1676,18649,10916,"0013-1245"
"http://ma-graph.org/entity/205635757","International Journal of Fertility",1584,14728,10939,"0020-725X"
"http://ma-graph.org/entity/205636307","Serbian Astronomical Journal",371,454,13198,"1450-698X"
"http://ma-graph.org/entity/205775358","The Journal of Clinical Endocrinology and Metabolism",35100,1931638,6799,"0021-972X"
"http://ma-graph.org/entity/205800633","Eos",2405,937,11448,"0096-3941"
"http://ma-graph.org/entity/2058785","Journal of Money, Credit and Banking",3580,149629,9053,"0022-2879"
"http://ma-graph.org/entity/205895848","The John Marshall Journal of Computer and Information Law",254,398,12817,"1078-4128"
"http://ma-graph.org/entity/205961224","Aries",306,146,13440,"1567-9896"
"http://ma-graph.org/entity/20605092","AIDS",14084,502690,7959,"0269-9370"
"http://ma-graph.org/entity/206192428","Journal of Neurodevelopmental Disorders",340,6725,12744,"1866-1947"
"http://ma-graph.org/entity/206286455","Cornell Journal of Law and Public Policy",458,818,12770,"1069-0565"
"http://ma-graph.org/entity/206298197","Journal of the Science of Food and Agriculture",16885,334959,8328,"0022-5142"
"http://ma-graph.org/entity/206490204","The National Interest",50,165,14896,"0884-9382"
"http://ma-graph.org/entity/206615888","Economic Inquiry",3266,79558,9407,"0095-2583"
"http://ma-graph.org/entity/206643269","Current Medical Research and Opinion",6419,104424,9509,"0300-7995"
"http://ma-graph.org/entity/206789554","Phytotherapy Research",6112,139695,9507,"0951-418X"
"http://ma-graph.org/entity/20689516","Clinical Case Studies",532,3285,12660,"1534-6501"
"http://ma-graph.org/entity/206936884","International Journal of Computational Intelligence and Applications",457,2611,12640,"1469-0268"
"http://ma-graph.org/entity/207023548","Neural Computation",3047,218751,8630,"0899-7667"
"http://ma-graph.org/entity/207089700","International Journal of Information Technology and Decision Making",850,9293,11922,"0219-6220"
"http://ma-graph.org/entity/207099738","African Studies Quarterly",473,2043,12666,"1093-2658"
"http://ma-graph.org/entity/207100277","Basic and Applied Social Psychology",1224,32406,10719,"0197-3533"
"http://ma-graph.org/entity/20712160","Journal of Research in Music Education",1980,28991,10381,"0022-4294"
"http://ma-graph.org/entity/207313999","Cell Host &amp; Microbe",1923,102023,10221,"1931-3128"
"http://ma-graph.org/entity/207372152","Advances in Theoretical and Mathematical Physics",694,48438,10074,"1095-0761"
"http://ma-graph.org/entity/207416075","Psychology of Men and Masculinity",622,14187,11943,"1524-9220"
"http://ma-graph.org/entity/207478012","Infinite Dimensional Analysis, Quantum Probability and Related Topics",692,5322,11987,"0219-0257"
"http://ma-graph.org/entity/207606782","Henoch",86,13,14774,"0393-6805"
"http://ma-graph.org/entity/207741693","IEEE Transactions on Education",3146,33805,10106,"0018-9359"
"http://ma-graph.org/entity/207880426","Recusant History",937,558,12076,"0034-1932"
"http://ma-graph.org/entity/207933444","Molecular Plant Pathology",1588,48645,10790,"1464-6722"
"http://ma-graph.org/entity/207941095","The American Journal of Semiotics",725,1153,12269,"0277-7126"
"http://ma-graph.org/entity/20980862","New Labor Forum",741,1084,12448,"1095-7960"
"http://ma-graph.org/entity/20987325","Pacific Historical Review",9880,4824,9831,"0030-8684"
"http://ma-graph.org/entity/21116477","16 de Abril",217,21,13886,"0138-645X"
"http://ma-graph.org/entity/21117631","Journal of Computational Chemistry",7679,374582,8534,"0192-8651"
"http://ma-graph.org/entity/21143573","Journal of Religion in Africa",1630,11426,10565,"0022-4200"
"http://ma-graph.org/entity/21248793","Pacific Philosophical Quarterly",1045,7284,10955,"0279-0750"
"http://ma-graph.org/entity/21248962","International Journal of Lexicography",872,8175,11479,"0950-3846"
"http://ma-graph.org/entity/21304105","Comparative Studies in Society and History",2488,30163,9596,"0010-4175"
"http://ma-graph.org/entity/21339052","University of Chicago Law Review",3635,23027,9423,"0041-9494"
"http://ma-graph.org/entity/21405911","University of Pennsylvania Journal of International Law",850,1647,11895,"1086-7872"
"http://ma-graph.org/entity/21451252","Physics Essays",2037,2823,11474,"0836-1398"
"http://ma-graph.org/entity/21538864","Journal of Chinese Linguistics",393,1606,12400,"0091-3723"
"http://ma-graph.org/entity/21591069","Gesta",755,982,11736,"0016-920X"
"http://ma-graph.org/entity/21603310","Continuity and Change",987,3481,11594,"0268-4160"
"http://ma-graph.org/entity/21737379","Philosophy and Theology",578,183,12790,"0890-2461"
"http://ma-graph.org/entity/21901673","International Bulletin of Missionary Research",3162,1606,10961,"0272-6122"
"http://ma-graph.org/entity/21901927","Orbis",1625,6548,11112,"0030-4387"
"http://ma-graph.org/entity/21922812","Journal of Chemical Crystallography",4840,19311,10412,"1074-1542"
"http://ma-graph.org/entity/21982105","Revue d&#039;histoire moderne et contemporaine",4591,1458,10645,"0048-8003"
"http://ma-graph.org/entity/2203401","Geological Magazine",13593,87374,9130,"0016-7568"
"http://ma-graph.org/entity/2210832","Journal of the Evangelical Theological Society",2022,1261,11465,"0360-8808"
"http://ma-graph.org/entity/22138105","Entomologist&#039;s Gazette",319,596,13214,"0013-8894"
"http://ma-graph.org/entity/2214124","Journal of English and Germanic Philology",864,303,12353,"0363-6941"
"http://ma-graph.org/entity/22232893","Nature Reviews Neurology",2634,61304,10400,"1759-4758"
"http://ma-graph.org/entity/22313829","Early Childhood Education Journal",3488,32380,10514,"1082-3301"
"http://ma-graph.org/entity/22422391","Journal of Family History",1199,7882,11031,"0363-1990"
"http://ma-graph.org/entity/22454499","Molecular Ecology",8960,481861,8578,"0962-1083"
"http://ma-graph.org/entity/22496335","Pacific Affairs",7860,48937,9011,"1715-3379"
"http://ma-graph.org/entity/22506700","Cultural Anthropology",889,26886,10291,"0886-7356"
"http://ma-graph.org/entity/22675765","Australian Journal of Education",1980,11465,11079,"0004-9441"
"http://ma-graph.org/entity/22732266","Canadian Journal of Gastroenterology &amp; Hepatology",3022,32258,10435,"2291-2789"
"http://ma-graph.org/entity/22793308","Colloids and Surfaces B: Biointerfaces",9556,186058,9253,"0927-7765"
"http://ma-graph.org/entity/2298632","Nature Neuroscience",5817,752750,8137,"1097-6256"
"http://ma-graph.org/entity/2307745","Journal of Lightwave Technology",14078,336219,7917,"0733-8724"
"http://ma-graph.org/entity/23081460","Journal of Cytology",734,2020,12396,"0970-9371"
"http://ma-graph.org/entity/23243006","Veterinary Record",28853,259472,8187,"0042-4900"
"http://ma-graph.org/entity/23261261","Phonology",607,17936,10968,"0952-6757"
"http://ma-graph.org/entity/234478","Journal of Vertebrate Paleontology",3415,63751,10170,"0272-4634"
"http://ma-graph.org/entity/23571501","International Journal of Trichology",497,1513,12808,"0974-7753"
"http://ma-graph.org/entity/23590115","Foundations and Trends in Networking",35,3696,12881,"1554-057X"
"http://ma-graph.org/entity/23688054","IEEE Communications Surveys and Tutorials",1044,81374,10025,"1553-877X"
"http://ma-graph.org/entity/23922572","African Journal of Traditional, Complementary and Alternative Medicines",1606,9939,11534,"0189-6016"
"http://ma-graph.org/entity/24095051","Bilingualism: Language and Cognition",1075,24544,11153,"1366-7289"
"http://ma-graph.org/entity/2416839","Phytopathologia Mediterranea",1528,10117,11377,"1593-2095"
"http://ma-graph.org/entity/24323681","Pittsburgh Tax Review",45,12,15436,"1932-1821"
"http://ma-graph.org/entity/24332595","Mathematical Models and Methods in Applied Sciences",4246,38209,10131,"0218-2025"
"http://ma-graph.org/entity/24543137","Journal of the Royal College of Physicians of Edinburgh",854,2372,12260,"1478-2715"
"http://ma-graph.org/entity/24701761","Macromolecular Materials and Engineering",2655,43698,10446,"1438-7492"
"http://ma-graph.org/entity/2475403985","Preventing Chronic Disease",2868,34481,10550,"1545-1151"
"http://ma-graph.org/entity/2477083061","Norwegian Journal of Geology",98,474,14382,"0029-196X"
"http://ma-graph.org/entity/24773473","Sport, Exercise, and Performance Psychology",190,1301,13695,"2157-3905"
"http://ma-graph.org/entity/24777084","Journal of Insect Science",2107,21791,10974,"0970-3837"
"http://ma-graph.org/entity/2482773761","Catalysis Science &amp; Technology",4089,56140,10364,"2044-4753"
"http://ma-graph.org/entity/2483136528","Human Vaccines &amp; Immunotherapeutics",2839,18838,11000,"2164-5515"
"http://ma-graph.org/entity/2485448675","Interface Focus",591,8241,12196,"2042-8898"
"http://ma-graph.org/entity/24891482","Annales Zoologici",1576,5056,11498,"0003-4541"
"http://ma-graph.org/entity/24921047","Virginia Journal of International Law",165,1017,12683,"0042-6571"
"http://ma-graph.org/entity/2495708506","JAMA Psychiatry",1379,35173,11012,"2168-622X"
"http://ma-graph.org/entity/2498435459","Scientia Iranica",3233,10620,10952,"1026-3098"
"http://ma-graph.org/entity/2502110258","Statistics and Its Interface",542,3197,12528,"1938-7989"
"http://ma-graph.org/entity/2502952424","ECS Electrochemistry Letters",385,3105,12719,"2162-8726"
"http://ma-graph.org/entity/2504590616","eco.mont-Journal on Protected Mountain Areas Research and Management",66,60,15025,"2073-106X"
"http://ma-graph.org/entity/25086279","International Relations of the Asia-Pacific",427,2460,12622,"1470-482X"
"http://ma-graph.org/entity/2508752","Business Process Management Journal",1063,31433,11173,"1463-7154"
"http://ma-graph.org/entity/25288002","Indian Journal of Psychiatry",3336,12580,10825,"0019-5545"
"http://ma-graph.org/entity/25293849","The FASEB Journal",66983,779997,7399,"0892-6638"
"http://ma-graph.org/entity/25308254","Ocean and Coastal Law Journal",210,227,13675,"1073-8843"
"http://ma-graph.org/entity/25323420","Journal of Food Composition and Analysis",2857,68402,10188,"0889-1575"
"http://ma-graph.org/entity/25370165","Cambridge Archaeological Journal",1132,8557,11366,"0959-7743"
"http://ma-graph.org/entity/25370267","Journal of Policy Analysis and Management",3685,77474,9365,"0276-8739"
"http://ma-graph.org/entity/25467878","Studies in American Political Development",360,3015,12328,"0898-588X"
"http://ma-graph.org/entity/25671836","Cancer Cell",2747,348571,8773,"1535-6108"
"http://ma-graph.org/entity/25806919","Monatshefte für Mathematik",8419,34819,9416,"0026-9255"
"http://ma-graph.org/entity/25859030","Clinical Child Psychology and Psychiatry",1249,15162,11397,"1359-1045"
"http://ma-graph.org/entity/25866431","Journal of Multicultural Counseling and Development",689,15250,11564,"0883-8534"
"http://ma-graph.org/entity/26162253","Current Cancer Drug Targets",1217,33733,11100,"1568-0096"
"http://ma-graph.org/entity/26220619","Journal of Learning Disabilities",4189,110840,9447,"0022-2194"
"http://ma-graph.org/entity/2622345","International Journal of Structural Stability and Dynamics",1285,6856,11729,"0219-4554"
"http://ma-graph.org/entity/26308392","The Journal of Aesthetics and Art Criticism",5627,24197,9478,"0021-8529"
"http://ma-graph.org/entity/26362423","Journal of Postcolonial Writing",1817,2059,11159,"1744-9855"
"http://ma-graph.org/entity/26445087","French Forum",681,209,12437,"0098-9355"
"http://ma-graph.org/entity/26544713","Social Service Review",11686,31966,9522,"0037-7961"
"http://ma-graph.org/entity/26602194","Journal of Analytical Atomic Spectrometry",6635,133987,9419,"0267-9477"
"http://ma-graph.org/entity/26966653","Studies in Family Planning",2479,50505,9763,"0039-3665"
"http://ma-graph.org/entity/26978096","Feminist Media Studies",1031,7126,11720,"1468-0777"
"http://ma-graph.org/entity/27064115","Leukemia &amp; Lymphoma",11000,131467,9190,"1042-8194"
"http://ma-graph.org/entity/27069081","Canadian Journal of Human Sexuality",514,4690,12500,"1188-4517"
"http://ma-graph.org/entity/27211427","Political Communication",1253,27718,10722,"1058-4609"
"http://ma-graph.org/entity/27230875","Advances in Therapy",1891,22417,11004,"0741-238X"
"http://ma-graph.org/entity/27247405","Journal of Intensive Care Medicine",1953,16742,10963,"0885-0666"
"http://ma-graph.org/entity/27308184","Transformation",329,331,13320,"0265-3788"
"http://ma-graph.org/entity/27332288","Open Systems &amp; Information Dynamics",658,4212,12098,"1230-1612"
"http://ma-graph.org/entity/27354837","Equality, Diversity and Inclusion",829,4741,12146,"0261-0159"
"http://ma-graph.org/entity/27359860","Vaccine",22160,580402,8130,"0264-410X"
"http://ma-graph.org/entity/27554591","South African Journal of Science",3835,29156,10438,"0038-2353"
"http://ma-graph.org/entity/27602889","Journal of Asian and African Studies",3455,6276,10829,"0021-9096"
"http://ma-graph.org/entity/27717133","Survival",2691,14001,10428,"0039-6338"
"http://ma-graph.org/entity/27728525","Journal of Machine Vision and Applications",1570,4858,10147,"0932-8092"
"http://ma-graph.org/entity/27783554","Annales Henri Poincaré",1237,13367,11159,"1424-0637"
"http://ma-graph.org/entity/27801547","Oxford Journal of Archaeology",1020,6500,11306,"0262-5253"
"http://ma-graph.org/entity/27847527","Representation",995,3345,11948,"0034-4893"
"http://ma-graph.org/entity/2785285","The Journal of Comparative Neurology",19060,1277432,7420,"1550-7149"
"http://ma-graph.org/entity/27883222","Perspectives in Public Health",857,4078,12150,"1757-9139"
"http://ma-graph.org/entity/27951828","African Journal of Educational Studies in Mathematics and Sciences",110,82,14461,"0855-501X"
"http://ma-graph.org/entity/2798529314","Corporate Governance and Organizational Behavior Review",12,3,16780,"2521-1889"
"http://ma-graph.org/entity/2799221473","Risk Governance and Control: Financial Markets &amp; Institutions",398,70,13278,"2077-4303"
"http://ma-graph.org/entity/28247071","Advances in Colloid and Interface Science",2330,122599,9657,"0001-8686"
"http://ma-graph.org/entity/28278612","Theatre Journal",4317,9467,10224,"0192-2882"
"http://ma-graph.org/entity/28330355","Journal of the Korean Physical Society",13271,31957,9527,"0374-4884"
"http://ma-graph.org/entity/28467876","The New Zealand Medical Journal",14704,62693,9122,"0028-8446"
"http://ma-graph.org/entity/28534307","Boundary-Layer Meteorology",4471,135739,9212,"0006-8314"
"http://ma-graph.org/entity/28635856","Critical Reviews in Biotechnology",809,33715,11119,"0738-8551"
"http://ma-graph.org/entity/2876017","Journal of Banking and Finance",5666,238839,8971,"0378-4266"
"http://ma-graph.org/entity/2883262519","Opto-Electronic Advances",17,9,16417,"2096-4579"
"http://ma-graph.org/entity/2884812390","Jurnal Teknologi dan Sistem Komputer",238,13,13792,"2338-0403"
"http://ma-graph.org/entity/28929270","IDEA: The Intellectual Property Law Review",10,1,16973,"0019-1272"
"http://ma-graph.org/entity/28935041","Indian Historical Review",792,304,12520,"0376-9836"
"http://ma-graph.org/entity/28937869","Perspectives in Biology and Medicine",3550,32359,10064,"0031-5982"
"http://ma-graph.org/entity/2898090153","Revue de Micropaléontologie",471,3689,12664,"0035-1598"
"http://ma-graph.org/entity/2898090536","Clinical eHealth",5,1,17513,"2588-9141"
"http://ma-graph.org/entity/2898091433","Enfermería Intensiva",658,1732,12583,"1130-2399"
"http://ma-graph.org/entity/2898092205","Woman - Psychosomatic Gynaecology and Obstetrics",7,31,16997,"2213-560X"
"http://ma-graph.org/entity/2898093578","Revue Générale des Chemins de Fer",2398,149,11471,"0035-3183"
"http://ma-graph.org/entity/2898104552","Mental Health &amp; Prevention",128,248,14307,"2212-6570"
"http://ma-graph.org/entity/2898106244","Meta Gene",572,1119,12847,"2214-5400"
"http://ma-graph.org/entity/2898106599","Chem",683,3442,12493,"2451-9294"
"http://ma-graph.org/entity/2898107639","Chinese Nursing Research",209,80,13901,"2095-7718"
"http://ma-graph.org/entity/2898107916","Personalized Medicine Universe",84,110,14783,"2186-4950"
"http://ma-graph.org/entity/2898108093","Spanish Journal of Legal Medicine",53,3,15304,"2445-4249"
"http://ma-graph.org/entity/2898110204","IHJ Cardiovascular Case Reports (CVCR)",153,6,14244,"2468-600X"
"http://ma-graph.org/entity/2898111849","Revista Médica de Homeopatía",263,63,13674,"1888-8526"
"http://ma-graph.org/entity/2898112208","L&#039;Anthropologie",1236,5580,11728,"0003-5521"
"http://ma-graph.org/entity/2898115637","Acta Colombiana de Cuidado Intensivo",169,15,14145,"0122-7262"
"http://ma-graph.org/entity/2898115967","JSES Open Access",65,12,15088,"2468-6026"
"http://ma-graph.org/entity/2898116287","Horticultural Plant Journal",141,127,14296,"2468-0141"
"http://ma-graph.org/entity/2898116722","EMC - Hématologie",105,209,14433,"1638-6213"
"http://ma-graph.org/entity/2898117752","Russian Journal of Economics",81,178,14592,"2405-4739"
"http://ma-graph.org/entity/2898119076","Synergy",125,118,14386,"2213-7130"
"http://ma-graph.org/entity/2898119963","Carbon Resources Conversion",31,2,15900,"2588-9133"
"http://ma-graph.org/entity/2898120712","Materials Today Chemistry",104,258,14534,"2468-5194"
"http://ma-graph.org/entity/2898124213","Journal of Accounting Literature",61,1372,14323,"0737-4607"
"http://ma-graph.org/entity/2898124245","Water Resources and Industry",100,1356,14023,"2212-3717"
"http://ma-graph.org/entity/2898128736","Procedia Technology",2819,9851,11048,"2212-0173"
"http://ma-graph.org/entity/2898130095","Avances en Diabetología",487,546,12999,"1134-3230"
"http://ma-graph.org/entity/2898130194","BJA CEPD Reviews",93,339,14321,"1472-2615"
"http://ma-graph.org/entity/2898131244","Journal of Medical Hypotheses and Ideas",95,354,14517,"2251-7294"
"http://ma-graph.org/entity/2898133657","Current Opinion in Biomedical Engineering",111,215,14472,"2468-4511"
"http://ma-graph.org/entity/2898136465","EMC - Anestesia-Reanimación",215,27,13896,"1280-4703"
"http://ma-graph.org/entity/2898136558","Suma Psicológica",386,725,13198,"0121-4381"
"http://ma-graph.org/entity/2898136996","Revista Brasileira de Cardiologia Invasiva",988,994,12328,"0104-1843"
"http://ma-graph.org/entity/2898139859","Food Webs",100,346,14516,"2352-2496"
"http://ma-graph.org/entity/2898140573","Trends in Environmental Analytical Chemistry",61,639,14698,"2214-1588"
"http://ma-graph.org/entity/2898148825","Pharmacology &amp; Therapeutics. Part C: Clinical Pharmacology and Therapeutics",45,202,14965,"0362-5486"
"http://ma-graph.org/entity/2898149754","Journal d&#039;imagerie diagnostique et interventionnelle",85,0,14834,"2543-3431"
"http://ma-graph.org/entity/2898151498","Procedia Materials Science",1591,5421,11643,"2211-8128"
"http://ma-graph.org/entity/2898155253","Revue Vétérinaire Clinique",103,12,14635,"2214-5672"
"http://ma-graph.org/entity/2898156454","Géographie Économie Société",478,1161,12818,"1295-926X"
"http://ma-graph.org/entity/2898159490","Matrix",323,8025,11994,"0934-8832"
"http://ma-graph.org/entity/2898162711","HardwareX",46,66,15368,"2468-0672"
"http://ma-graph.org/entity/2898164102","Asian Journal of Health Sciences",31,4,15835,"2347-5218"
"http://ma-graph.org/entity/2898167084","Human Microbiome Journal",41,42,15525,"2452-2317"
"http://ma-graph.org/entity/2898168182","JACC: Clinical Electrophysiology",931,1725,12316,"2405-500X"
"http://ma-graph.org/entity/2898171692","Animal Behaviour Monographs",18,3605,12810,"0066-1856"
"http://ma-graph.org/entity/2898173934","EMC - Podologie-Kinésithérapie",14,31,16421,"1762-567X"
"http://ma-graph.org/entity/2898175082","Perspectives in Ecology and Conservation",83,160,14768,"2530-0644"
"http://ma-graph.org/entity/2898177228","Seminarios de la Fundación Española de Reumatología",236,223,13737,"1577-3566"
"http://ma-graph.org/entity/2898181366","International Journal of Museum Management and Curatorship",273,499,13106,"0260-4779"
"http://ma-graph.org/entity/2898181455","Revista Española de Enfermedades Metabólicas Óseas",268,222,13619,"1132-8460"
"http://ma-graph.org/entity/2898183713","EMC - Podología",114,13,14521,"1762-827X"
"http://ma-graph.org/entity/2898188367","EMC - Tecniche Chirurgiche - Chirurgia ORL e Cervico-Facciale",53,0,15307,"1292-3036"
"http://ma-graph.org/entity/2898194095","NeuroImage: Clinical",1591,16492,11463,"2213-1582"
"http://ma-graph.org/entity/2898196132","Gynécologie Obstétrique Fertilité &amp; S&#x00E9;nologie",300,101,13561,"2468-7189"
"http://ma-graph.org/entity/2898199847","Suma de Negocios",114,68,14478,"2215-910X"
"http://ma-graph.org/entity/2898204233","Emerging Contaminants",54,392,14999,"2405-6650"
"http://ma-graph.org/entity/2898210884","Modern Electronic Materials",81,80,14820,"2452-1779"
"http://ma-graph.org/entity/2898217257","Experimentelle Pathologie",694,1665,12485,"0014-4908"
"http://ma-graph.org/entity/2898218651","GeoResJ",84,349,14612,"2214-2428"
"http://ma-graph.org/entity/2898220205","Journal of University of Science and Technology Beijing, Mineral, Metallurgy, Material",389,1794,12835,"1005-8850"
"http://ma-graph.org/entity/2898224786","Current Opinion in Endocrine and Metabolic Research",44,3,15490,"2451-9650"
"http://ma-graph.org/entity/2898227486","Revista Latinoamericana de Derecho Social",561,107,12897,"1870-4670"
"http://ma-graph.org/entity/2898228712","Biomedicine &amp; Preventive Nutrition",235,1479,13535,"2210-5239"
"http://ma-graph.org/entity/2898230390","Postpy Psychiatrii i Neurologii",150,33,14254,"1230-2813"
"http://ma-graph.org/entity/2898234902","Bioethics Update",45,6,15457,"2395-938X"
"http://ma-graph.org/entity/2898234986","Réanimation",1891,3033,11552,"1624-0693"
"http://ma-graph.org/entity/2898235356","EJVES Short Reports",116,36,14494,"2405-6553"
"http://ma-graph.org/entity/2898235705","Molecular Therapy - Oncolytics",127,709,14236,"2372-7705"
"http://ma-graph.org/entity/2898235969","Zentralblatt für Bakteriologie: I. Abt. Originale C: Allgemeine, angewandte und ökologische Mikrobiologie",38,609,14347,"0172-5564"
"http://ma-graph.org/entity/2898237036","Revista de Patología Respiratoria",178,42,14065,"1576-9895"
"http://ma-graph.org/entity/2898237330","Case Studies in Fire Safety",30,85,15653,"2214-398X"
"http://ma-graph.org/entity/2898237934","Revista Colombiana de Psiquiatría",1362,2248,11932,"0034-7450"
"http://ma-graph.org/entity/2898237991","Economics of Transportation",102,860,14092,"2212-0122"
"http://ma-graph.org/entity/2898239488","Médecine de Catastrophe - urgences collectives",101,45,14605,"1279-8479"
"http://ma-graph.org/entity/2898239956","International Medical Review on Down Syndrome",119,74,14462,"2171-9748"
"http://ma-graph.org/entity/2898240301","Asia-Australia Marketing Journal",46,2989,13463,"1320-1646"
"http://ma-graph.org/entity/2898241414","EMC - Pédiatrie",53,144,15046,"1762-6013"
"http://ma-graph.org/entity/2898242091","Journal of Business Venturing Insights",99,370,14536,"2352-6734"
"http://ma-graph.org/entity/2898242488","NanoImpact",135,619,14205,"2452-0748"
"http://ma-graph.org/entity/2898242585","EMC - Pediatría",294,69,13563,"1245-1789"
"http://ma-graph.org/entity/2898243181","Drug Invention Today",74,478,14558,"0975-7619"
"http://ma-graph.org/entity/2898243385","Debate Feminista",163,19,14173,"0188-9478"
"http://ma-graph.org/entity/2898244632","Perfiles Educativos",1615,1698,11717,"0185-2698"
"http://ma-graph.org/entity/2898245483","One Health",78,380,14686,"2352-7714"
"http://ma-graph.org/entity/2898246255","Metabolic Engineering Communications",80,620,14610,"2214-0301"
"http://ma-graph.org/entity/2898246533","IFAC Proceedings Volumes",63387,197677,7695,"1474-6670"
"http://ma-graph.org/entity/2898249226","Journal of Healthcare Quality Research",47,0,15427,"2603-6479"
"http://ma-graph.org/entity/2898249305","Journal de Réadaptation Médicale : Pratique et Formation en Médecine Physique et de Réadaptation",402,138,13244,"0242-648X"
"http://ma-graph.org/entity/2898249442","e-SPEN Journal",131,456,14195,"2212-8263"
"http://ma-graph.org/entity/2898250041","Infectio",787,1010,12536,"0123-9392"
"http://ma-graph.org/entity/2898250847","Psiquiatría Biológica",734,447,12628,"1134-5934"
"http://ma-graph.org/entity/2898255836","Cell Regeneration",52,586,14892,"2045-9769"
"http://ma-graph.org/entity/2898257771","Radiología",3136,3405,11130,"0033-8338"
"http://ma-graph.org/entity/2898261664","Endocrinología y Nutrición",2317,5497,11371,"1575-0922"
"http://ma-graph.org/entity/2898261876","EMC - Kinésithérapie",9,20,16962,"1769-6852"
"http://ma-graph.org/entity/2898267469","Translational Research in Anatomy",35,12,15703,"2214-854X"
"http://ma-graph.org/entity/2898268099","King Saud University Journal of Dental Sciences",35,74,15584,"2210-8157"
"http://ma-graph.org/entity/2898268954","Le Pharmacien Hospitalier et Clinicien",1604,344,11871,"2211-1042"
"http://ma-graph.org/entity/2898269245","Clínica e Investigación en Ginecología y Obstetricia",989,426,12340,"0210-573X"
"http://ma-graph.org/entity/2898269294","MethodsX",400,907,13159,"2215-0161"
"http://ma-graph.org/entity/2898269342","Biotechnology Research and Innovation",22,46,16117,"2452-0721"
"http://ma-graph.org/entity/2898273665","EMC - Tecniche Chirurgiche - Chirurgia Plastica¸ Ricostruttiva ed Estetica",84,0,14846,"1769-6704"
"http://ma-graph.org/entity/2898273749","Journal of Cellular Immunotherapy",121,127,14442,"2352-1775"
"http://ma-graph.org/entity/2898275119","Pulmonology",74,13,14968,"2531-0437"
"http://ma-graph.org/entity/2898279435","Clinical Plasma Medicine",144,1082,13925,"2212-8166"
"http://ma-graph.org/entity/2898279577","Quaderni Italiani di Psichiatria",143,29,14286,"0393-0645"
"http://ma-graph.org/entity/2898280453","Plant Gene",165,439,14060,"2352-4073"
"http://ma-graph.org/entity/2898281151","Clinical Nutrition Experimental",74,123,14897,"2352-9393"
"http://ma-graph.org/entity/2898283267","Liver Research",62,44,15126,"2542-5684"
"http://ma-graph.org/entity/2898289828","Enfermería Universitaria",634,186,12793,"1665-7063"
"http://ma-graph.org/entity/2898290686","Solid Earth Sciences",34,97,15644,"2451-912X"
"http://ma-graph.org/entity/2898290727","Pacific Science Review",52,97,15192,"1229-5450"
"http://ma-graph.org/entity/2898292038","Revista de Administração",1015,1454,12249,"0080-2107"
"http://ma-graph.org/entity/2898293273","Economía UNAM",458,513,12958,"1665-952X"
"http://ma-graph.org/entity/2898295080","Photoacoustics",112,1165,13914,"2213-5979"
"http://ma-graph.org/entity/2898297012","Ophthalmology Glaucoma",34,0,15751,"2589-4196"
"http://ma-graph.org/entity/2898297688","EMC - Médecine",87,169,14590,"1762-4193"
"http://ma-graph.org/entity/2898301952","Aquatic Procedia",325,1017,13295,"2214-241X"
"http://ma-graph.org/entity/2898303129","Acupuncture and Related Therapies",37,64,15569,"2211-7660"
"http://ma-graph.org/entity/2898303598","Urgences Médicales",377,116,13291,"0923-2524"
"http://ma-graph.org/entity/2898303968","EMC - Técnicas Quirúrgicas - Aparato Digestivo",159,11,14204,"1282-9129"
"http://ma-graph.org/entity/2898305631","Joule",317,1437,13327,"2542-4351"
"http://ma-graph.org/entity/2898315726","Climate Services",78,276,14764,"2405-8807"
"http://ma-graph.org/entity/2898316745","Revista Española de Medicina Legal",340,655,13285,"0377-4732"
"http://ma-graph.org/entity/2898317371","Materialia",149,11,14270,"2589-1529"
"http://ma-graph.org/entity/2898318470","Oral and Maxillofacial Surgery Cases",86,21,14806,"2214-5419"
"http://ma-graph.org/entity/2898319120","Revista Mexicana de Ortodoncia",322,40,13494,"2395-9215"
"http://ma-graph.org/entity/2898320216","Imagen Diagnóstica",129,25,14404,"2171-3669"
"http://ma-graph.org/entity/2898321583","Alzheimer&#039;s &amp; Dementia: Translational Research &amp; Clinical Interventions",191,597,13872,"2352-8737"
"http://ma-graph.org/entity/2898327595","Mayo Clinic Proceedings: Innovations, Quality &amp; Outcomes",84,26,14826,"2542-4548"
"http://ma-graph.org/entity/2898330737","Urología Colombiana",397,140,13270,"0120-789X"
"http://ma-graph.org/entity/2898331414","International Journal of Gastronomy and Food Science",118,439,14323,"1878-450X"
