"","journal","Categories"
"10093","http://ma-graph.org/entity/13889178","Arts and Humanities (miscellaneous) (Q4); Complementary and Alternative Medicine (Q4); Medicine (miscellaneous) (Q4)"
"10098","http://ma-graph.org/entity/138946030","Visual Arts and Performing Arts (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2); History (Q2)"
"10099","http://ma-graph.org/entity/13895637","Clinical Biochemistry (Q1); Organic Chemistry (Q1); Biochemistry (Q2)"
"10100","http://ma-graph.org/entity/138962950","Communication (Q1); Social Sciences (miscellaneous) (Q1)"
"10103","http://ma-graph.org/entity/138998826","Biophysics (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
"10104","http://ma-graph.org/entity/139009114","Information Systems (Q4); Information Systems and Management (Q4); Medicine (miscellaneous) (Q4)"
"10108","http://ma-graph.org/entity/139062638","Medical Laboratory Technology (Q1); Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)"
"10109","http://ma-graph.org/entity/139077791","Genetics (Q4); Molecular Biology (Q4)"
"10110","http://ma-graph.org/entity/1390998","Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
"10111","http://ma-graph.org/entity/139138817","Biochemistry (Q4)"
"10112","http://ma-graph.org/entity/139143312","History (Q3); Social Sciences (miscellaneous) (Q4)"
"10113","http://ma-graph.org/entity/139187495","Chemistry (miscellaneous) (Q2); Geochemistry and Petrology (Q2)"
"10114","http://ma-graph.org/entity/139192911","Building and Construction (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
"10115","http://ma-graph.org/entity/139196244","Archeology (Q2); Archeology (arts and humanities) (Q2); Anthropology (Q3)"
"10116","http://ma-graph.org/entity/13921844","Media Technology (Q1); Education (Q2)"
"10117","http://ma-graph.org/entity/139233537","Nephrology (Q3)"
"10118","http://ma-graph.org/entity/139242520","Philosophy (Q1); Law (Q2)"
"10120","http://ma-graph.org/entity/139338994","Political Science and International Relations (Q1); Development (Q2); Geography, Planning and Development (Q2)"
"10121","http://ma-graph.org/entity/139340696","Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Energy Engineering and Power Technology (Q2)"
"10122","http://ma-graph.org/entity/139349145","Astronomy and Astrophysics (Q4); Geochemistry and Petrology (Q4); Geophysics (Q4)"
"10126","http://ma-graph.org/entity/139447867","Earth and Planetary Sciences (miscellaneous) (Q2); Economic Geology (Q2); Fuel Technology (Q2); Geology (Q2); Geochemistry and Petrology (Q3)"
"10127","http://ma-graph.org/entity/139467280","Biochemistry (medical) (Q2); Clinical Biochemistry (Q2)"
"10129","http://ma-graph.org/entity/139488499","Education (Q1); Safety, Risk, Reliability and Quality (Q1)"
"10130","http://ma-graph.org/entity/139505848","Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2)"
"10132","http://ma-graph.org/entity/139573839","Literature and Literary Theory (Q1); Cultural Studies (Q2); Philosophy (Q2)"
"10134","http://ma-graph.org/entity/139675103","Medicine (miscellaneous) (Q1); Cardiology and Cardiovascular Medicine (Q2)"
"10137","http://ma-graph.org/entity/139754560","Cultural Studies (Q1); Geography, Planning and Development (Q1)"
"10138","http://ma-graph.org/entity/139755438","Food Science (Q1)"
"10140","http://ma-graph.org/entity/139806068","Education (Q1); Speech and Hearing (Q1)"
"10142","http://ma-graph.org/entity/139838620","Obstetrics and Gynecology (Q1)"
"10143","http://ma-graph.org/entity/139866111","Cultural Studies (Q4); Philosophy (Q4); Sociology and Political Science (Q4)"
"10144","http://ma-graph.org/entity/139899721","Finance (Q2); Strategy and Management (Q2)"
"10146","http://ma-graph.org/entity/139950591","Agronomy and Crop Science (Q1)"
"10147","http://ma-graph.org/entity/139957811","Animal Science and Zoology (Q1); Aquatic Science (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
"10148","http://ma-graph.org/entity/139968001","Energy (miscellaneous) (Q2); Fluid Flow and Transfer Processes (Q2); Fuel Technology (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q3)"
"10151","http://ma-graph.org/entity/139999046","Health Policy (Q4); Issues, Ethics and Legal Aspects (Q4); Medicine (miscellaneous) (Q4)"
"10152","http://ma-graph.org/entity/140027543","Building and Construction (Q2); Materials Science (miscellaneous) (Q2)"
"10154","http://ma-graph.org/entity/140121985","Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Developmental Biology (Q2); Endocrinology (Q2)"
"10155","http://ma-graph.org/entity/140152165","Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
"10156","http://ma-graph.org/entity/140186065","Atomic and Molecular Physics, and Optics (Q3); Electrical and Electronic Engineering (Q3)"
"10157","http://ma-graph.org/entity/140190424","Veterinary (miscellaneous) (Q2); Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3)"
"10158","http://ma-graph.org/entity/140210197","Nuclear and High Energy Physics (Q2); Nuclear Energy and Engineering (Q2)"
"10159","http://ma-graph.org/entity/140216511","Earth-Surface Processes (Q1)"
"10160","http://ma-graph.org/entity/140218187","Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1)"
"10161","http://ma-graph.org/entity/140231191","Pharmacology (medical) (Q1); Epidemiology (Q2)"
"10162","http://ma-graph.org/entity/140251998","Biochemistry (Q1); Cell Biology (Q1); Molecular Biology (Q1)"
"10164","http://ma-graph.org/entity/140302479","Atmospheric Science (Q1)"
"10165","http://ma-graph.org/entity/140389752","History (Q2); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4); Geography, Planning and Development (Q4); Transportation (Q4)"
"10166","http://ma-graph.org/entity/140409716","Earth-Surface Processes (Q1); Geophysics (Q1)"
"10168","http://ma-graph.org/entity/140455145","Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)"
"10169","http://ma-graph.org/entity/140523933","Political Science and International Relations (Q1); Safety Research (Q1)"
"10170","http://ma-graph.org/entity/14053799","Ecology, Evolution, Behavior and Systematics (Q2)"
"10172","http://ma-graph.org/entity/140563256","Computational Theory and Mathematics (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Strategy and Management (Q2); Numerical Analysis (Q3); Statistics, Probability and Uncertainty (Q3)"
"10176","http://ma-graph.org/entity/140584875","Molecular Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
"10177","http://ma-graph.org/entity/14059627","Condensed Matter Physics (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
"10178","http://ma-graph.org/entity/140628543","Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
"10179","http://ma-graph.org/entity/14063520","Archeology (arts and humanities) (Q1); Arts and Humanities (miscellaneous) (Q1); Geography, Planning and Development (Q1)"
"10181","http://ma-graph.org/entity/140640905","Religious Studies (Q1); History (Q2)"
"10182","http://ma-graph.org/entity/140643554","Pediatrics, Perinatology and Child Health (Q4)"
"10187","http://ma-graph.org/entity/140699420","Geology (Q3)"
"10188","http://ma-graph.org/entity/140716035","Orthopedics and Sports Medicine (Q3)"
"10189","http://ma-graph.org/entity/140751389","Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
"10192","http://ma-graph.org/entity/140804039","Law (Q3)"
"10193","http://ma-graph.org/entity/140831787","Arts and Humanities (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Applied Psychology (Q2)"
"10194","http://ma-graph.org/entity/140881626","Education (Q4)"
"10195","http://ma-graph.org/entity/140890273","Small Animals (Q2); Medicine (miscellaneous) (Q3)"
"10196","http://ma-graph.org/entity/140906811","Aquatic Science (Q2); Plant Science (Q2)"
"10200","http://ma-graph.org/entity/140972820","Analytical Chemistry (Q1); Chemical Health and Safety (Q1); Environmental Chemistry (Q1); Health, Toxicology and Mutagenesis (Q1); Toxicology (Q1)"
"10201","http://ma-graph.org/entity/140993610","Automotive Engineering (Q4)"
"10203","http://ma-graph.org/entity/141074886","Algebra and Number Theory (Q2)"
"10208","http://ma-graph.org/entity/141144868","Genetics (Q1)"
"10209","http://ma-graph.org/entity/141165859","Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q2); Economics and Econometrics (Q3)"
"10210","http://ma-graph.org/entity/14125373","Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
"10212","http://ma-graph.org/entity/141283892","Mathematics (miscellaneous) (Q1)"
"10213","http://ma-graph.org/entity/141293851","Cardiology and Cardiovascular Medicine (Q3)"
"10215","http://ma-graph.org/entity/141356220","Aquatic Science (Q2)"
"10216","http://ma-graph.org/entity/141396939","Mathematics (miscellaneous) (Q2)"
"10217","http://ma-graph.org/entity/141413535","Applied Mathematics (Q3); Mathematics (miscellaneous) (Q3)"
"10218","http://ma-graph.org/entity/141468604","Economics and Econometrics (Q3); Finance (Q3); Accounting (Q4)"
"10220","http://ma-graph.org/entity/141478581","Information Systems (Q1); Library and Information Sciences (Q1); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2)"
"10221","http://ma-graph.org/entity/141531615","Agronomy and Crop Science (Q1); Insect Science (Q1)"
"10222","http://ma-graph.org/entity/141599056","Education (Q2); Gender Studies (Q2)"
"10225","http://ma-graph.org/entity/141658146","Orthopedics and Sports Medicine (Q2); Surgery (Q2)"
"10226","http://ma-graph.org/entity/141665667","Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
"10227","http://ma-graph.org/entity/141683002","Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q1); Philosophy (Q1); Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
"10229","http://ma-graph.org/entity/141761900","Electrical and Electronic Engineering (Q2)"
"10230","http://ma-graph.org/entity/141763956","Computer Graphics and Computer-Aided Design (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)"
"10231","http://ma-graph.org/entity/141766163","Anesthesiology and Pain Medicine (Q3)"
"10232","http://ma-graph.org/entity/141766756","Pharmacology (Q2); Pharmacology (medical) (Q2); Statistics and Probability (Q2)"
"10234","http://ma-graph.org/entity/141843025","Classics (Q1)"
"10235","http://ma-graph.org/entity/141855577","Pediatrics, Perinatology and Child Health (Q1)"
"10238","http://ma-graph.org/entity/141866484","Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
"10239","http://ma-graph.org/entity/141872203","Pharmaceutical Science (Q2); Molecular Biology (Q4)"
"10241","http://ma-graph.org/entity/141892599","Earth and Planetary Sciences (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
"10244","http://ma-graph.org/entity/142026636","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
"10245","http://ma-graph.org/entity/142045247","Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)"
"10246","http://ma-graph.org/entity/142063916","Language and Linguistics (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)"
"10248","http://ma-graph.org/entity/14216896","Orthopedics and Sports Medicine (Q3); Sports Science (Q4)"
"10253","http://ma-graph.org/entity/142279999","Pharmacology (Q1); Biological Psychiatry (Q2)"
"10254","http://ma-graph.org/entity/142298166","Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Metals and Alloys (Q4)"
"10255","http://ma-graph.org/entity/142306484","Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)"
"10258","http://ma-graph.org/entity/142362986","Insect Science (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
"10259","http://ma-graph.org/entity/142409771","Law (Q1)"
"10260","http://ma-graph.org/entity/142457147","Computational Mathematics (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1)"
"10261","http://ma-graph.org/entity/142488290","Dermatology (Q2); Surgery (Q2)"
"10262","http://ma-graph.org/entity/142516339","Developmental and Educational Psychology (Q3); Education (Q3)"
"10264","http://ma-graph.org/entity/142541038","Drug Discovery (Q1)"
"10266","http://ma-graph.org/entity/142612751","Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)"
"10267","http://ma-graph.org/entity/142626552","Dermatology (Q2)"
"10269","http://ma-graph.org/entity/142725411","Accounting (Q2)"
"10270","http://ma-graph.org/entity/142765166","Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q2); Infectious Diseases (Q2); Microbiology (Q2); Microbiology (medical) (Q2); Molecular Biology (Q2)"
"10272","http://ma-graph.org/entity/14279387","Law (Q2)"
"10274","http://ma-graph.org/entity/142815329","Biochemistry (medical) (Q2); Clinical Biochemistry (Q3)"
"10275","http://ma-graph.org/entity/142816121","Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
"10276","http://ma-graph.org/entity/142835798","Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Mathematical Physics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q3)"
"10277","http://ma-graph.org/entity/142883598","Political Science and International Relations (Q1)"
"10278","http://ma-graph.org/entity/14288626","Orthopedics and Sports Medicine (Q4); Surgery (Q4)"
"10279","http://ma-graph.org/entity/14291815","Marketing (Q1); Strategy and Management (Q1)"
"10280","http://ma-graph.org/entity/142952003","Neuroscience (miscellaneous) (Q1); Physiology (Q1)"
"10281","http://ma-graph.org/entity/142976014","Veterinary (miscellaneous) (Q4)"
"10282","http://ma-graph.org/entity/142977025","Economics and Econometrics (Q1); Political Science and International Relations (Q1)"
"10283","http://ma-graph.org/entity/142994408","Communication (Q4); Electrical and Electronic Engineering (Q4)"
"10285","http://ma-graph.org/entity/143032485","Language and Linguistics (Q1); Linguistics and Language (Q1); Communication (Q2); Education (Q2)"
"10287","http://ma-graph.org/entity/143044361","Biophysics (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)"
"10288","http://ma-graph.org/entity/143106029","Catalysis (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
"10289","http://ma-graph.org/entity/143110675","Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
"10290","http://ma-graph.org/entity/14311075","Cell Biology (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
"10291","http://ma-graph.org/entity/143168555","Philosophy (Q1)"
"10293","http://ma-graph.org/entity/143179485","Earth and Planetary Sciences (miscellaneous) (Q1)"
"10294","http://ma-graph.org/entity/143190592","Instrumentation (Q2); Radiation (Q2)"
"10296","http://ma-graph.org/entity/143207394","Gender Studies (Q1)"
"10299","http://ma-graph.org/entity/14326618","Geochemistry and Petrology (Q1); Geophysics (Q1)"
"10300","http://ma-graph.org/entity/143346047","Pulmonary and Respiratory Medicine (Q3)"
"10301","http://ma-graph.org/entity/14335163","Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
"10304","http://ma-graph.org/entity/143406092","Health (social science) (Q1); Biochemistry (Q2); Medicine (miscellaneous) (Q2); Toxicology (Q2); Behavioral Neuroscience (Q3); Neurology (Q3)"
"10305","http://ma-graph.org/entity/143427143","Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
"10306","http://ma-graph.org/entity/143466226","Visual Arts and Performing Arts (Q1); Communication (Q3)"
"10307","http://ma-graph.org/entity/143497671","Complementary and Alternative Medicine (Q3)"
"10309","http://ma-graph.org/entity/143563916","Music (Q2)"
"10310","http://ma-graph.org/entity/143565956","Aquatic Science (Q1); Oceanography (Q1)"
"10311","http://ma-graph.org/entity/143568823","Information Systems (Q1); Library and Information Sciences (Q1)"
"10314","http://ma-graph.org/entity/143621360","Education (Q3); Public Administration (Q4)"
"10317","http://ma-graph.org/entity/14366549","Religious Studies (Q3)"
"10318","http://ma-graph.org/entity/143668711","Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
"10319","http://ma-graph.org/entity/14369749","Insect Science (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Physiology (Q3)"
"10320","http://ma-graph.org/entity/143701222","Clinical Biochemistry (Q1); Cancer Research (Q2); Physiology (Q2)"
"10322","http://ma-graph.org/entity/143717524","Agronomy and Crop Science (Q3); Ecology (Q3); Horticulture (Q3); Plant Science (Q3)"
"10323","http://ma-graph.org/entity/143725931","Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Nuclear and High Energy Physics (Q3); Astronomy and Astrophysics (Q4); Statistical and Nonlinear Physics (Q4)"
"10324","http://ma-graph.org/entity/143728810","Ecology (Q3)"
"10325","http://ma-graph.org/entity/143736624","History (Q1); Anthropology (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3)"
"10326","http://ma-graph.org/entity/143740575","Religious Studies (Q2); Gender Studies (Q3)"
"10327","http://ma-graph.org/entity/143744428","Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1)"
"10328","http://ma-graph.org/entity/143744711","Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q2)"
"10329","http://ma-graph.org/entity/143744812","Aerospace Engineering (Q3)"
"10331","http://ma-graph.org/entity/143760654","Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3)"
"10334","http://ma-graph.org/entity/143832381","Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1)"
"10335","http://ma-graph.org/entity/143846845","Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
"10337","http://ma-graph.org/entity/143887118","Dermatology (Q1); Medicine (miscellaneous) (Q1)"
"10339","http://ma-graph.org/entity/14392665","Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2)"
"10340","http://ma-graph.org/entity/143927757","Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
"10342","http://ma-graph.org/entity/143937555","Dentistry (miscellaneous) (Q2)"
"10343","http://ma-graph.org/entity/143946080","Industrial and Manufacturing Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)"
"10344","http://ma-graph.org/entity/143995394","Business and International Management (Q1); Finance (Q1); Marketing (Q1)"
"10345","http://ma-graph.org/entity/144020083","Earth and Planetary Sciences (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Geochemistry and Petrology (Q1); Geology (Q1)"
"10347","http://ma-graph.org/entity/14411630","Philosophy (Q1)"
"10348","http://ma-graph.org/entity/144119502","Philosophy (Q1); Communication (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2)"
"10349","http://ma-graph.org/entity/144146645","Ecology (Q1); Nature and Landscape Conservation (Q1)"
"10350","http://ma-graph.org/entity/144150890","Earth-Surface Processes (Q2); Geography, Planning and Development (Q2)"
"10352","http://ma-graph.org/entity/144246672","Pulmonary and Respiratory Medicine (Q3)"
"10353","http://ma-graph.org/entity/144250037","Accounting (Q3)"
"10354","http://ma-graph.org/entity/144257178","Music (Q1)"
"10355","http://ma-graph.org/entity/144270092","Dentistry (miscellaneous) (Q1); Otorhinolaryngology (Q1)"
"10357","http://ma-graph.org/entity/144330684","Electrical and Electronic Engineering (Q2); Applied Mathematics (Q3)"
"10358","http://ma-graph.org/entity/144363146","Cultural Studies (Q1); Information Systems (Q1); Political Science and International Relations (Q1); Management Information Systems (Q2)"
"10360","http://ma-graph.org/entity/144435468","Geriatrics and Gerontology (Q3); Gerontology (Q3)"
"10361","http://ma-graph.org/entity/144479944","Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Cell Biology (Q4)"
"10364","http://ma-graph.org/entity/144507673","Hematology (Q1); Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
"10366","http://ma-graph.org/entity/144527847","Horticulture (Q2); Genetics (Q4)"
"10368","http://ma-graph.org/entity/144568777","Building and Construction (Q1); Civil and Structural Engineering (Q1); Geophysics (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
"10369","http://ma-graph.org/entity/144578311","Pediatrics, Perinatology and Child Health (Q1); Pulmonary and Respiratory Medicine (Q1)"
"10370","http://ma-graph.org/entity/144580519","Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Religious Studies (Q1); History and Philosophy of Science (Q2)"
"10372","http://ma-graph.org/entity/144595962","Mechanical Engineering (Q2); Applied Mathematics (Q3); Mechanics of Materials (Q3)"
"10373","http://ma-graph.org/entity/144619417","Philosophy (Q4)"
"10374","http://ma-graph.org/entity/144620930","Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)"
"10375","http://ma-graph.org/entity/144693862","Mathematics (miscellaneous) (Q1); Theoretical Computer Science (Q1)"
"10377","http://ma-graph.org/entity/144725990","Education (Q1); Media Technology (Q1)"
"10378","http://ma-graph.org/entity/144728844","Ecology, Evolution, Behavior and Systematics (Q2)"
"10379","http://ma-graph.org/entity/144743014","Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
"10380","http://ma-graph.org/entity/144747835","Accounting (Q2)"
"10381","http://ma-graph.org/entity/144751283","Biochemistry (medical) (Q2); Biochemistry (Q3); Genetics (Q3); Genetics (clinical) (Q3); Molecular Biology (Q3); Molecular Medicine (Q3)"
"10383","http://ma-graph.org/entity/144836642","Cultural Studies (Q1); Social Psychology (Q2); Experimental and Cognitive Psychology (Q3)"
"10384","http://ma-graph.org/entity/144842029","Neuroscience (miscellaneous) (Q4); Physiology (Q4)"
"10385","http://ma-graph.org/entity/144845167","Surgery (Q3)"
"10387","http://ma-graph.org/entity/144901397","Pharmacology (Q3); Pharmacology (medical) (Q3)"
"10390","http://ma-graph.org/entity/144953016","History (Q1); Cultural Studies (Q2)"
"10391","http://ma-graph.org/entity/144954103","Research and Theory (Q1)"
"10392","http://ma-graph.org/entity/144971505","Applied Mathematics (Q4); Mathematical Physics (Q4); Mathematics (miscellaneous) (Q4)"
"10393","http://ma-graph.org/entity/145020830","Environmental Science (miscellaneous) (Q2)"
"10394","http://ma-graph.org/entity/145023809","Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (Q3); Neurology (clinical) (Q3); Physiology (medical) (Q3)"
"10395","http://ma-graph.org/entity/145054062","Information Systems and Management (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
"10397","http://ma-graph.org/entity/145074920","Literature and Literary Theory (Q1)"
"10398","http://ma-graph.org/entity/145089992","Environmental Chemistry (Q1); Environmental Engineering (Q1); Health, Toxicology and Mutagenesis (Q1); Pollution (Q1); Waste Management and Disposal (Q1)"
"10400","http://ma-graph.org/entity/145113930","Earth and Planetary Sciences (miscellaneous) (Q2); Water Science and Technology (Q2)"
"10402","http://ma-graph.org/entity/145148825","Behavioral Neuroscience; Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health"
"10405","http://ma-graph.org/entity/145277910","Medicine (miscellaneous) (Q2)"
"10406","http://ma-graph.org/entity/145325817","Arts and Humanities (miscellaneous) (Q4); Experimental and Cognitive Psychology (Q4)"
"10407","http://ma-graph.org/entity/145330833","History (Q1); Engineering (miscellaneous) (Q2)"
"10410","http://ma-graph.org/entity/14534568","Infectious Diseases (Q2); Transplantation (Q2)"
"10411","http://ma-graph.org/entity/145378405","Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
"10412","http://ma-graph.org/entity/14538635","Atmospheric Science (Q3)"
"10413","http://ma-graph.org/entity/145400011","Modeling and Simulation (Q1); Numerical Analysis (Q1)"
"10415","http://ma-graph.org/entity/145414063","Psychology (miscellaneous) (Q2); Developmental and Educational Psychology (Q3)"
"10416","http://ma-graph.org/entity/145420111","Chemical Engineering (miscellaneous) (Q1)"
"10418","http://ma-graph.org/entity/14544163","Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
"10419","http://ma-graph.org/entity/145471836","Economics and Econometrics (Q1); History (Q1)"
"10420","http://ma-graph.org/entity/145509444","Religious Studies (Q2)"
"10421","http://ma-graph.org/entity/145524021","Water Science and Technology (Q1)"
"10422","http://ma-graph.org/entity/145550701","Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Condensed Matter Physics (Q3)"
"10423","http://ma-graph.org/entity/145572626","Finance (Q1); Economics and Econometrics (Q2)"
"10424","http://ma-graph.org/entity/145575934","Civil and Structural Engineering (Q2); Mechanical Engineering (Q2)"
"10425","http://ma-graph.org/entity/145577119","Pathology and Forensic Medicine (Q1)"
"10427","http://ma-graph.org/entity/145630073","Instrumentation (Q1); Nuclear and High Energy Physics (Q2)"
"10429","http://ma-graph.org/entity/145649206","Engineering (miscellaneous) (Q1); Artificial Intelligence (Q2); Computational Mechanics (Q2); Mechanical Engineering (Q2)"
"10431","http://ma-graph.org/entity/14568501","Economics and Econometrics (Q2)"
"10433","http://ma-graph.org/entity/145806103","Ophthalmology (Q1)"
"10434","http://ma-graph.org/entity/145814765","Aquatic Science (Q3)"
"10436","http://ma-graph.org/entity/145859750","Control and Optimization (Q4); Modeling and Simulation (Q4)"
"10437","http://ma-graph.org/entity/14586973","Clinical Psychology (Q3)"
"10438","http://ma-graph.org/entity/145882832","Mathematics (miscellaneous) (Q3)"
"10439","http://ma-graph.org/entity/145883490","Oncology (Q3)"
"10440","http://ma-graph.org/entity/145894672","Electrical and Electronic Engineering (Q2)"
"10441","http://ma-graph.org/entity/145930022","Pediatrics (Q2); Developmental and Educational Psychology (Q3); Social Psychology (Q3)"
"10444","http://ma-graph.org/entity/14602071","Aquatic Science (Q3)"
"10445","http://ma-graph.org/entity/146031851","Communication (Q4); Library and Information Sciences (Q4)"
"10446","http://ma-graph.org/entity/146089062","Philosophy (Q3); Social Sciences (miscellaneous) (Q4)"
"10448","http://ma-graph.org/entity/146157322","Acoustics and Ultrasonics (Q2)"
"10449","http://ma-graph.org/entity/146174905","Law (Q2)"
"10450","http://ma-graph.org/entity/146206","Cancer Research (Q1); Health, Toxicology and Mutagenesis (Q1); Oncology (Q1)"
"10451","http://ma-graph.org/entity/146239864","Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
"10452","http://ma-graph.org/entity/146254016","Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4)"
"10453","http://ma-graph.org/entity/14625721","Pathology and Forensic Medicine (Q2); Physiology (medical) (Q3)"
"10454","http://ma-graph.org/entity/146268463","Economics, Econometrics and Finance (miscellaneous) (Q1)"
"10455","http://ma-graph.org/entity/146294059","Maternity and Midwifery (Q2); Obstetrics and Gynecology (Q3)"
"10457","http://ma-graph.org/entity/146313282","Cardiology and Cardiovascular Medicine (Q3); Medicine (miscellaneous) (Q3); Surgery (Q3)"
"10460","http://ma-graph.org/entity/146324853","Medicine (miscellaneous) (Q1)"
"10461","http://ma-graph.org/entity/146336032","Cancer Research (Q2); Oncology (Q2)"
"10462","http://ma-graph.org/entity/14636018","Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
"10463","http://ma-graph.org/entity/146392621","Urban Studies (Q3); Environmental Engineering (Q4)"
"10467","http://ma-graph.org/entity/14643628","Geriatrics and Gerontology (Q1)"
"10468","http://ma-graph.org/entity/146449914","Ceramics and Composites (Q2); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Biomaterials (Q3)"
